event_id,event_time,location,rock_type,depth,compressive_strength,tensile_strength,tangential_stress,brittleness_ratio,elastic_strain_energy,density,signal_energy,event_duration,dominant_frequency,signal_rms,seismic_event_rate,peak_ground_acceleration,gutenberg_richter_b,cumulative_seismic_energy,axial_stress,radial_stress,strain_rate,intensity_label,seismic_pulses,total_seismic_energy,rockburst_grade
RB00721,5/20/2025 19:00,Tunnel B-12,Shale,595,138.2,13.8,78.1,2.98,3.14,2.68,0.4,1.77,6.4,0.064,10.8,0.63,1.26,348.1,89.6,71.6,0.0039,I,110,7370,0
RB02711,7/13/2025 14:10,Kohat Underground,Dolomite,776,114,8.6,94.9,3.74,2.68,2.74,0.51,1.78,6.32,0.082,16.4,0.85,1.03,397.6,95.6,82,0.0046,III,91,4580,0
RB02655,11/28/2025 13:43,Tunnel B-12,Quartzite,742,109.1,9.3,92.8,3.73,2.66,2.69,0.53,1.53,6.48,0.089,15.1,0.88,1.25,372.2,104.6,84.5,0.0047,III,78,4610,0
RB04878,10/24/2025 23:27,Karak Tunnel,Quartzite,939,98.1,9,109.4,2.75,3.06,2.68,0.54,1.06,5.69,0.074,19.9,0.95,1.01,422.4,114.2,87.5,0.0049,IV,112,6040,0
RB00603,8/30/2025 15:10,Thar Block A,Slate,513,139.1,10.4,72,3.47,2.78,2.72,0.39,1.77,7.2,0.066,9.4,0.66,1.07,317.3,91.8,72.1,0.0037,I,1004,68920,0
RB03823,5/3/2025 21:28,Makran Fault Shaft,Chalk,874,95.2,9.6,103.1,2.63,2.98,2.58,0.54,0.99,6.52,0.064,18.2,0.97,1.05,443.1,105.2,87.6,0.0048,IV,2096,134870,0
RB01245,7/7/2025 8:55,Dir Valley Route,Phyllite,599,137.7,10.9,77.6,3.78,3.46,2.6,0.35,0.87,6.99,0.07,11.1,0.6,1.05,318.2,89.6,72.4,0.004,I,1173,71650,0
RB04846,3/27/2025 10:15,Sanghar Section 1,Phyllite,802,98.2,8.8,100.1,2.99,2.19,2.79,0.57,1.34,5.76,0.071,18,0.95,1.06,424.3,103.2,85.1,0.005,IV,2345,159910,0
RB04842,1/24/2025 8:51,Thar Block A,Limestone,850,92.9,8.8,102.5,3.17,2.4,2.66,0.57,1.3,7.28,0.072,19.1,0.9,1.22,439.3,112.7,85.6,0.0048,IV,2873,172530,0
RB00319,10/12/2025 0:03,Reko Diq Zone 3,Limestone,508,139.2,10.5,79.6,2.62,2.22,2.55,0.37,1.61,6.92,0.063,9.5,0.61,0.93,314.6,89.9,69.1,0.0038,I,1238,93120,0
RB00829,5/18/2025 7:23,Gilgit Drift Alpha,Conglomerate,570,132.2,13.9,74.9,2.74,2.63,2.56,0.32,0.92,6.8,0.09,10.9,0.68,1.24,314.1,88.7,70.7,0.0039,I,190,27830,0
RB03264,2/22/2025 16:35,Attock Rock Shaft,Gneiss,718,113.5,9.1,90.1,2.84,2.33,2.62,0.51,1.14,6.31,0.08,15.8,0.89,1.1,392.4,102.4,76.5,0.0047,III,269,44320,0
RB00275,7/7/2025 1:15,Reko Diq Zone 3,Quartzite,503,132.9,10,77.1,3.7,2.24,2.62,0.35,1.99,5.72,0.084,10.3,0.62,1.06,333.4,86.5,72.4,0.0036,I,192,26830,0
RB02665,7/13/2025 11:12,Attock Rock Shaft,Conglomerate,708,108,10.7,92,2.88,2.65,2.78,0.48,1.19,6.55,0.09,15.2,0.87,1.16,393.8,100.2,75.7,0.0047,III,217,29240,0
RB00550,11/25/2025 0:21,Mine X-Delta,Andesite,589,132.6,13.5,72.3,3.68,3.37,2.59,0.33,1.03,6.18,0.07,10.9,0.64,1.2,345.9,86.9,67.8,0.0039,I,276,47740,0
RB03642,2/1/2025 16:34,Khewra Drift,Gneiss,782,108,8.9,99.1,2.61,3.39,2.78,0.54,1.56,5.63,0.083,15.3,0.86,1.13,375.3,103.1,81,0.0046,III,209,36520,0
RB04054,1/9/2025 20:31,Buner Basin Tunnel,Shale,886,91.3,8.3,104,3.13,3.16,2.63,0.54,1.02,6.44,0.07,19,0.94,1.16,447.4,102,87,0.0048,IV,181,28360,0
RB04893,4/18/2025 23:31,Skardu Access Tunnel,Sandstone,848,96.5,9.4,109.9,3.35,2.41,2.6,0.56,1.03,5.94,0.076,19.7,0.96,1.09,420.4,113.4,89.7,0.0049,IV,203,29990,0
RB02935,10/22/2025 21:45,Dir Valley Route,Dolomite,732,113.8,9.4,100,3.29,3.08,2.76,0.53,1.75,6.02,0.065,16.7,0.88,1.21,384.4,95.7,75.4,0.0047,III,106,21060,3
RB00606,7/14/2025 18:51,Gilgit Drift Alpha,Dolomite,578,130.4,13.7,79.3,3.7,2.43,2.6,0.39,1.71,6.4,0.087,8.4,0.68,1.09,347.3,88.2,73.8,0.0035,I,87,18240,0
RB00897,3/24/2025 22:50,Gilgit Drift Alpha,Shale,500,138.9,11.1,78.5,3.73,2.27,2.76,0.31,0.92,6.07,0.084,9.5,0.69,1.28,339.5,86.2,71.7,0.0038,I,248,33660,0
RB00528,6/23/2025 0:42,Punjab Core Tunnel,Conglomerate,513,128.1,12.6,74.2,3.45,3.11,2.62,0.38,1.77,6.88,0.082,9.3,0.61,1.27,301,85.1,69.5,0.0038,I,132,21670,0
RB04608,9/21/2025 4:40,Qasim Tunnel,Gneiss,869,101.3,7.1,109.8,3.09,2.93,2.51,0.57,1.67,5.9,0.084,18.5,0.96,1.2,428.9,102,85.5,0.0049,IV,53,5990,0
RB02348,5/14/2025 6:08,Attock Rock Shaft,Sandstone,667,119.4,11.7,85.3,3.22,2.69,2.52,0.46,1.72,7.14,0.073,12.4,0.79,1.24,331.1,91.5,76.1,0.0042,II,30,6430,0
RB03440,1/21/2025 1:12,Punjab Core Tunnel,Marble,756,113.6,9,96.7,3.12,2.4,2.53,0.51,1.57,5.62,0.067,16.8,0.84,0.95,394.9,101.8,76.7,0.0047,III,19,3020,0
RB04999,4/4/2025 17:10,Kohat Underground,Granite,886,104.1,7.5,109.2,3.78,3.12,2.73,0.59,1.44,7.43,0.073,18.6,0.93,1.29,418.3,104.7,83.5,0.0049,IV,140,23400,0
RB04827,3/14/2025 12:09,Reko Diq Zone 3,Phyllite,939,103,7.2,100.7,2.75,2.37,2.53,0.6,1.56,6.96,0.074,18.1,0.98,1.02,433.4,108.2,86.9,0.0048,IV,349,45990,0
RB03923,7/24/2025 11:29,Sanghar Section 1,Andesite,923,96.6,7.1,106.3,3.43,3.15,2.74,0.56,1.86,5.58,0.089,18.5,0.94,1.17,438.1,104.3,82.1,0.0049,IV,153,19570,0
RB00299,10/9/2025 15:51,Karak Tunnel,Sandstone,582,127.9,11.8,78.4,3.2,2.38,2.57,0.36,1.71,7.32,0.07,9.4,0.62,1.04,304.1,92.7,71.5,0.0039,I,167,32550,0
RB02120,4/14/2025 3:10,Karak Tunnel,Phyllite,686,118.7,10.3,89.2,2.71,3.32,2.59,0.47,1.66,5.79,0.076,13.1,0.79,1.21,337.9,92.5,71.1,0.0041,II,346,53860,0
RB02537,4/30/2025 3:51,Karak Tunnel,Migmatite,731,107.4,8.8,95.2,2.88,2.39,2.73,0.52,1.42,6.83,0.069,17.9,0.81,1.14,379.5,95.7,75.6,0.0048,III,238,37810,3
RB04204,11/22/2025 0:09,Kohat Underground,Shale,822,102,9.6,103.9,3.08,2.75,2.51,0.6,1.62,5.73,0.061,18.3,0.94,1.23,449.9,111.9,86.8,0.005,IV,133,10130,0
RB03255,3/16/2025 16:28,Tunnel B-12,Sandstone,711,108,9.5,93.6,2.68,2.03,2.67,0.5,0.85,6.87,0.063,17.7,0.87,1.12,393,97.6,81.2,0.0045,III,383,57860,0
RB03726,8/17/2025 3:51,Mansehra Mid Tunnel,Migmatite,782,111.2,10.3,91.4,2.65,2.2,2.76,0.54,1.04,6.03,0.084,17.3,0.89,1.01,404.9,98.1,82.9,0.0045,III,326,42470,3
RB01261,6/2/2025 4:22,Attock Rock Shaft,Conglomerate,698,121.5,11.5,80.4,3.08,3,2.54,0.48,1.39,7.48,0.069,14,0.7,1.08,345.8,91.5,73.5,0.0043,II,248,42840,0
RB01559,5/4/2025 20:21,Karak Tunnel,Migmatite,665,119.3,9.6,86.2,3.2,2.03,2.66,0.48,1.8,6.94,0.083,14.9,0.76,1.2,364.3,93,76.4,0.004,II,81,13060,0
RB03270,6/20/2025 5:43,Gilgit Drift Alpha,Shale,785,105.2,8.9,96.9,2.79,3.12,2.63,0.54,1.6,7.35,0.067,15.6,0.9,1.08,391.7,96,83.9,0.0047,III,177,15930,3
RB04047,5/25/2025 6:37,Mine X-Delta,Dolomite,903,98,7.3,103.1,3.38,2.73,2.63,0.59,1.41,6.07,0.062,18.1,0.97,0.94,420,107.2,80.1,0.0049,IV,495,60340,0
RB00757,2/16/2025 21:35,Punjab Core Tunnel,Quartzite,525,136.9,11.5,71.9,3.72,3.27,2.58,0.32,1.71,5.65,0.076,8.2,0.66,1.14,348.4,86.5,68.8,0.0039,I,416,39690,3
RB01011,8/19/2025 12:25,Skardu Access Tunnel,Quartzite,505,131.7,11.3,79,3.07,2.24,2.52,0.39,1.91,6.21,0.069,11.6,0.65,1,325.5,85,69.9,0.0037,I,271,32930,0
RB02795,5/27/2025 20:14,Gawadar Support Shaft,Gneiss,789,107.3,9.4,95.7,2.93,3.18,2.77,0.54,1.26,6.89,0.077,15.7,0.84,1.19,386.7,101.1,81.4,0.0048,III,150,18210,0
RB02906,6/16/2025 21:28,Attock Rock Shaft,Dolomite,772,113.9,10.8,95.4,2.63,2.05,2.65,0.49,1.47,6.31,0.086,17.8,0.9,0.95,392.2,99.3,78,0.0046,III,236,24790,0
RB01871,1/18/2025 16:54,Skardu Access Tunnel,Basalt,698,123.6,11.6,86.7,3.8,3.07,2.64,0.44,1.18,7.33,0.084,12.6,0.76,1.07,348.5,91.3,71.6,0.0045,II,352,43490,3
RB02230,8/28/2025 21:01,Mansehra Mid Tunnel,Granite,637,124.9,10.2,83.4,3.7,2.39,2.69,0.42,1.21,6.95,0.072,14,0.72,1.13,352.6,91.7,73.9,0.0042,II,131,10850,0
RB01174,5/25/2025 13:13,Mansehra Mid Tunnel,Dolomite,505,125.6,13.2,76,2.75,3.31,2.59,0.39,1.04,5.59,0.087,10.8,0.67,1.27,339,87.1,73,0.0038,I,50,3770,0
RB01833,11/2/2025 22:24,Gawadar Support Shaft,Sandstone,689,120,10.2,84,3.7,3.46,2.65,0.45,1.75,5.57,0.063,14.1,0.78,1.05,330.5,93.9,70.3,0.0043,II,41,3650,0
RB00377,4/12/2025 3:12,Attock Rock Shaft,Migmatite,550,138.2,10.7,70.9,3.44,2.85,2.79,0.37,1.18,6.28,0.065,10.8,0.65,0.95,337.4,94.1,71.2,0.0036,I,47,8380,3
RB03854,7/23/2025 10:11,Attock Rock Shaft,Dolomite,854,103.3,9.7,109.1,2.84,3.36,2.71,0.6,1.4,5.92,0.069,18.8,0.98,0.98,419,112.1,86.5,0.0048,IV,439,61110,0
RB03617,9/25/2025 5:57,Buner Basin Tunnel,Dolomite,726,105.4,9.7,95.9,3.59,3.46,2.69,0.51,1.71,5.65,0.075,17.1,0.83,0.98,380.8,103.6,83.6,0.0046,III,342,39880,0
RB00799,12/19/2025 19:41,Tunnel B-12,Granite,594,130.6,10.9,78.2,3.39,2.02,2.79,0.37,0.88,7.29,0.071,8.3,0.69,1.19,324.7,93,74.9,0.004,I,158,19170,0
RB00379,6/2/2025 11:29,Punjab Core Tunnel,Marble,502,128.6,13.8,72.1,2.83,2.13,2.52,0.35,1.21,5.75,0.069,9.6,0.66,1.29,308.8,94.9,66.7,0.0039,I,151,17750,0
RB01159,6/20/2025 20:52,Skardu Access Tunnel,Migmatite,525,139,10.1,79,3.31,3.01,2.78,0.35,1.58,7,0.075,11.6,0.65,1.27,330,89.7,65.3,0.0037,I,331,41740,0
RB03820,9/7/2025 15:32,Thar Block A,Marble,804,91.6,9.9,107,3.55,3.39,2.8,0.56,1.86,6.05,0.06,19.2,0.96,1.12,440.1,104.6,80.5,0.005,IV,341,35800,0
RB02793,3/18/2025 14:51,Qasim Tunnel,Marble,703,111.6,8.8,91.8,3.72,3.18,2.53,0.49,0.85,6.74,0.078,15.1,0.85,1.07,372.9,102.5,75.5,0.0046,III,446,48820,3
RB02241,1/16/2025 20:46,Attock Rock Shaft,Conglomerate,685,119.9,9.4,86.6,2.83,2.52,2.63,0.44,1.95,6.2,0.08,14.1,0.74,1.25,349.8,96.8,76.4,0.0041,II,347,29470,3
RB04036,11/1/2025 13:33,Reko Diq Zone 3,Andesite,897,92.7,8.3,109.1,2.94,3.1,2.67,0.59,1.5,6.22,0.063,18.4,0.9,1.25,426.3,111.4,81.7,0.0049,IV,202,23050,0
RB02663,4/29/2025 2:53,Thar Block A,Chalk,737,107.4,8.5,93.4,2.78,2.79,2.74,0.5,1.67,7.32,0.071,15,0.81,0.9,381.6,103.6,81.5,0.0048,III,347,37820,0
RB04013,3/1/2025 12:21,Mansehra Mid Tunnel,Limestone,948,91.9,8.4,102.9,3.74,3.06,2.74,0.59,1.37,6.33,0.084,19.3,0.96,0.98,429.7,105.6,83.8,0.0049,IV,316,33800,3
RB02958,2/9/2025 2:02,Qasim Tunnel,Phyllite,782,111.7,10.1,92.6,3.56,3.32,2.73,0.51,1.25,7.21,0.085,15.2,0.85,1.27,382.8,98.7,77.9,0.0047,III,145,13830,0
RB03928,5/29/2025 2:55,Balochistan Deep Shaft,Sandstone,833,103.4,8.7,102.9,2.87,3.34,2.54,0.58,1.99,5.59,0.062,19.1,0.96,0.96,421.4,104.5,80.3,0.0049,IV,404,46170,3
RB01039,9/18/2025 16:47,Qasim Tunnel,Slate,567,136.3,11.8,77.9,2.53,2.66,2.58,0.37,1.11,6.24,0.064,10.1,0.65,1.23,318,92.1,68.3,0.0037,I,313,35510,0
RB03260,12/5/2025 8:17,Mine X-Delta,Andesite,743,113.8,10.4,95.1,2.87,3.4,2.75,0.49,0.95,5.73,0.075,16.5,0.81,1.28,401.9,95.1,82.9,0.0048,III,322,31040,3
RB01345,6/19/2025 14:05,Punjab Core Tunnel,Granite,639,123,9.1,87.3,2.94,2.34,2.52,0.47,1.25,6.64,0.084,14.6,0.75,1.28,343.9,99.3,71.8,0.0044,II,518,47690,0
RB02506,11/14/2025 17:12,Balochistan Deep Shaft,Sandstone,743,111.2,8.2,97,3.39,3.47,2.53,0.5,1.34,6.83,0.08,17.5,0.88,1.08,377.4,104.8,81.6,0.0046,III,347,28130,3
RB01722,5/8/2025 17:07,Buner Basin Tunnel,Andesite,607,119,10,86.9,2.67,3.49,2.67,0.43,0.9,6.91,0.074,13.1,0.79,1.03,348.8,91.8,73.1,0.0042,II,94,4760,3
RB04664,8/9/2025 13:22,Gilgit Drift Alpha,Limestone,924,100.7,9.1,105.2,3.09,2.31,2.69,0.56,1.78,6.87,0.077,18.8,0.91,1.04,422.1,108.4,88.8,0.005,IV,77,3860,3
RB00176,5/4/2025 19:53,Mansehra Mid Tunnel,Limestone,543,128.3,11.3,77.3,3.16,2.34,2.67,0.36,1.13,6.76,0.061,10.3,0.62,1.05,321.5,93.3,73.8,0.0038,I,34,2210,0
RB04894,8/8/2025 15:22,Dir Valley Route,Conglomerate,834,103,9.2,107.9,2.63,3.42,2.66,0.57,1,6.39,0.065,18.4,0.92,1.25,440.1,114.3,86.6,0.0049,IV,157,12610,0
RB01910,12/4/2025 12:49,Buner Basin Tunnel,Sandstone,670,121.4,11.3,84.8,3.47,2.05,2.56,0.45,1.63,5.59,0.08,12.3,0.76,0.99,358.7,92.5,77,0.0042,II,460,39390,0
RB00046,8/6/2025 17:23,Balochistan Deep Shaft,Limestone,589,134,11.4,79.9,3.25,2.9,2.6,0.31,1.98,7.08,0.065,11.8,0.7,1.07,338.3,91.4,69.2,0.0035,I,295,19630,0
RB03410,3/23/2025 11:43,Gawadar Support Shaft,Basalt,701,112.8,11,96.4,3.11,3.3,2.58,0.53,1.72,7.26,0.089,15.7,0.81,0.97,383,102.4,82.1,0.0048,III,260,26130,0
RB04675,3/1/2025 18:34,Reko Diq Zone 3,Basalt,842,103.2,9.3,108,3.21,3.13,2.55,0.59,1.31,5.72,0.068,19.9,0.9,1.16,419.8,104.9,87.9,0.0049,IV,279,19420,0
RB01076,7/4/2025 0:09,Buner Basin Tunnel,Andesite,524,134.3,12.3,79.3,3.12,2.99,2.68,0.37,1.93,5.81,0.081,8.4,0.64,1.26,311.1,91.8,68.6,0.0038,I,178,18960,0
RB02830,11/20/2025 14:12,Gawadar Support Shaft,Granite,707,105.9,10.2,98.3,3.58,2.21,2.79,0.5,0.83,6.67,0.061,15.2,0.88,1,384.2,98.4,78.3,0.0045,III,104,26290,0
RB01505,8/15/2025 7:00,Gilgit Drift Alpha,Basalt,697,115.3,10.3,87.8,2.69,2.86,2.62,0.46,1.97,5.89,0.064,14.1,0.74,1.05,351.1,91.4,78.6,0.0042,II,121,18580,0
RB02310,4/21/2025 8:53,Mansehra Mid Tunnel,Basalt,623,117.6,10.3,82.9,2.98,2.98,2.53,0.46,0.98,7.21,0.067,12.7,0.8,1,330.6,90.2,77.6,0.0044,II,68,9130,3
RB01437,8/3/2025 5:36,Thar Block A,Gneiss,669,121.2,11.1,85.8,3.43,2.57,2.69,0.45,0.93,6.87,0.065,14.7,0.75,1.06,337,91,74.3,0.0042,II,18,6340,3
RB02419,5/26/2025 16:00,Makran Fault Shaft,Sandstone,605,119.1,11.6,81.4,3.14,2.17,2.59,0.43,1.78,5.63,0.064,14.9,0.73,1.27,365.1,95.8,76.4,0.0045,II,15,1200,0
RB03987,6/27/2025 12:54,Sindh Line A,Gneiss,910,101.1,7.4,107.7,3.27,2.64,2.63,0.59,0.94,6.23,0.061,18.1,0.94,1.23,412.4,103.6,80.8,0.0049,IV,10,1020,0
RB03099,2/27/2025 12:59,Makran Fault Shaft,Quartzite,789,114,9.9,90.6,3.71,3.46,2.63,0.5,0.83,5.65,0.064,16.1,0.88,0.98,383.9,99.9,75,0.0048,III,16,2360,3
RB04589,10/16/2025 5:24,Kohat Underground,Limestone,900,90.2,9.4,102.7,3.43,2.13,2.55,0.56,0.9,5.83,0.087,18.2,0.91,1.16,416.2,101,83,0.0048,IV,17,1070,0
RB00284,8/17/2025 4:04,Tunnel B-12,Dolomite,560,129.3,12.6,72.7,3.62,2.35,2.68,0.31,1.49,5.51,0.086,9.5,0.68,1,344.6,85.1,68.2,0.0039,I,7,500,3
RB04919,5/20/2025 21:05,Gilgit Drift Alpha,Basalt,901,94.5,8.1,101.5,3.23,2.92,2.69,0.55,0.95,6.7,0.081,19.1,0.97,1.08,441.5,110.1,80.6,0.0049,IV,6,340,0
RB00843,7/20/2025 13:09,Punjab Core Tunnel,Dolomite,556,139.5,10.7,70.5,3.75,2.23,2.65,0.39,1.95,6.46,0.084,8,0.6,1.29,316.3,93.5,70.9,0.004,I,4,100,3
RB01514,9/23/2025 12:26,Mansehra Mid Tunnel,Phyllite,699,122.7,10.3,81.5,3.53,2.06,2.78,0.48,0.9,7,0.071,12.4,0.74,1.29,337.9,96.7,72,0.0041,II,2,720,3
RB01169,9/1/2025 2:38,Mansehra Mid Tunnel,Sandstone,563,132,12.4,70.6,3.7,2.86,2.73,0.34,1.83,6.21,0.087,10.3,0.65,1.13,306.4,87.5,69.6,0.0036,I,4,950,3
RB01593,4/19/2025 18:35,Buner Basin Tunnel,Sandstone,648,118.4,9.2,85,3.65,2.12,2.59,0.48,1.75,7.06,0.076,12.7,0.77,1.12,356.7,95.3,71.2,0.0042,II,3,430,0
RB03461,7/30/2025 18:48,Makran Fault Shaft,Basalt,708,105.7,10.3,97.2,3.44,2.04,2.55,0.54,1.09,6.52,0.072,17.4,0.82,1.27,372.1,103.8,76.7,0.0047,III,3,290,0
RB03166,9/4/2025 0:19,Reko Diq Zone 3,Quartzite,720,105.5,9.5,92.5,3.4,2.43,2.59,0.54,0.94,6.67,0.082,16.1,0.84,0.98,379.7,103.4,77,0.0045,III,37,3330,3
RB02285,6/3/2025 12:44,Mine X-Delta,Limestone,698,119.9,10.2,89.6,3.71,2.33,2.74,0.42,1.03,6.06,0.079,12.1,0.8,1.04,369.7,93.2,73.5,0.0042,II,46,11740,0
RB03576,12/12/2025 5:12,Gawadar Support Shaft,Phyllite,711,105.4,10.6,92.8,3.19,3.37,2.52,0.49,1.74,6.94,0.066,16.5,0.87,1.23,401.3,103.2,75,0.0047,III,6,850,0
RB04871,2/18/2025 20:11,Attock Rock Shaft,Sandstone,925,95.6,9.6,100.9,2.9,2.16,2.52,0.56,1.52,6.74,0.086,19,0.94,0.93,440.6,108.1,80.4,0.0048,IV,18,5240,0
RB02306,9/13/2025 17:19,Punjab Core Tunnel,Migmatite,621,120.4,11.1,81,3.6,2.5,2.53,0.42,1.38,6.26,0.061,12.7,0.71,0.92,364.2,92.2,76.3,0.0043,II,86,17910,0
RB00953,3/1/2025 19:44,Mine X-Delta,Chalk,583,127.1,11,78.5,3.17,2.49,2.72,0.4,0.97,7.1,0.087,10.4,0.66,1.17,329.2,94,68.9,0.0037,I,358,145440,0
RB04943,6/7/2025 17:09,Attock Rock Shaft,Migmatite,805,93.9,8.2,109.7,3.29,3.18,2.76,0.58,0.84,5.52,0.07,18.2,0.94,1.26,428.6,113.3,81.2,0.0048,IV,141,67480,0
RB03054,8/13/2025 9:41,Thar Block A,Marble,737,106.4,10.6,93.4,3.32,3.35,2.76,0.52,0.9,5.82,0.065,16.7,0.84,1.05,376.4,98.8,84.1,0.0046,III,501,239660,3
RB04560,9/25/2025 4:29,Makran Fault Shaft,Granite,830,102.1,9.3,104.6,3.14,2.52,2.68,0.57,1.75,6.06,0.081,19.7,0.93,0.91,426.7,107.3,87.5,0.0049,IV,485,229690,0
RB02686,12/25/2025 11:37,Qasim Tunnel,Limestone,736,112.4,10.5,90.9,2.92,2.13,2.53,0.51,1.39,7.28,0.078,17.7,0.88,1.04,398.7,103.1,82.4,0.0047,III,74,49410,0
RB01490,4/2/2025 0:02,Mine X-Delta,Granite,644,117.4,9.8,82.6,2.72,2.22,2.69,0.46,0.86,6.05,0.069,12.6,0.8,0.99,339.5,97.3,73.4,0.0044,II,406,197620,3
RB00928,11/23/2025 5:06,Buner Basin Tunnel,Basalt,549,133.8,12.1,74.9,3.63,2.5,2.73,0.32,1.13,7.21,0.076,10.1,0.62,1.11,317.9,85,66.1,0.0038,I,137,68200,0
RB01210,3/2/2025 5:26,Buner Basin Tunnel,Conglomerate,552,132.6,12.7,75.5,2.65,2.64,2.74,0.32,1.29,6.36,0.089,10.1,0.64,0.93,320.3,89.8,69.6,0.0035,I,108,53380,0
RB03974,5/7/2025 18:23,Gawadar Support Shaft,Conglomerate,873,92.1,9.5,100.7,2.97,2.21,2.74,0.55,1.77,6.54,0.087,19,0.98,1.23,423,111.5,87.9,0.0048,IV,274,179710,0
RB03546,3/19/2025 14:59,Sanghar Section 1,Granite,760,113.8,10.6,90.1,2.84,3.4,2.74,0.52,0.83,6.61,0.08,16.3,0.88,1.14,371.2,99.5,81.4,0.0048,III,93,29650,3
RB04362,3/18/2025 14:04,Qasim Tunnel,Sandstone,800,94.9,7.5,106.8,2.83,3.17,2.5,0.59,1.94,5.93,0.078,18.3,0.97,1.08,429.3,109.9,83.4,0.005,IV,169,111510,3
RB01922,1/18/2025 7:12,Punjab Core Tunnel,Limestone,630,123.8,10.3,84.8,2.57,2.59,2.6,0.42,1.63,7.26,0.087,14.4,0.71,1.05,351.2,98.8,72.9,0.0044,II,46,18400,0
RB00352,7/18/2025 1:17,Kohat Underground,Andesite,502,139.8,11.4,76.1,3.35,2.82,2.72,0.33,1.17,7.46,0.076,9.1,0.62,1.24,338.4,87,74.1,0.0039,I,30,6980,0
RB04899,6/21/2025 1:01,Sanghar Section 1,Dolomite,925,104.5,9.3,109.9,3.41,3.36,2.72,0.55,1.97,7.05,0.068,19.5,0.98,1.27,416.3,107.3,83.7,0.0049,IV,19,13120,0
RB03394,1/13/2025 6:57,Gawadar Support Shaft,Andesite,722,110,9.5,90.7,3.15,2.79,2.72,0.53,1.54,5.74,0.071,15.6,0.86,1.28,378.9,98.2,84.6,0.0046,III,17,9050,3
RB02722,4/25/2025 10:39,Sanghar Section 1,Marble,790,107.2,9.1,91.6,2.54,2.51,2.77,0.5,1.98,7.42,0.073,16.2,0.89,1.22,396.6,98.8,77.3,0.0046,III,24,15400,0
RB04982,1/5/2025 10:43,Gilgit Drift Alpha,Gneiss,931,97.4,7.5,107.1,2.61,2.42,2.75,0.59,1.44,6.41,0.087,18.6,0.98,1.17,427.5,100.3,83.5,0.005,IV,38,38800,3
RB00719,8/7/2025 18:45,Qasim Tunnel,Quartzite,587,127,11.3,74.9,2.97,3.4,2.66,0.32,1.07,5.72,0.073,9.6,0.68,1.02,349.7,88.3,73.1,0.0038,I,185,104210,0
RB02703,7/24/2025 18:09,Khewra Drift,Basalt,743,114.2,8,91.5,3.4,2.5,2.78,0.5,1.9,7.18,0.089,16.7,0.89,0.91,390.3,95.4,78.2,0.0047,III,94,73930,0
RB02723,9/29/2025 15:06,Qasim Tunnel,Migmatite,789,106.8,10.5,90.5,3.24,3.39,2.78,0.51,1.82,7.45,0.085,17.2,0.83,1.11,402.2,102.4,84.4,0.0047,III,55,42300,0
RB04562,3/14/2025 3:44,Khewra Drift,Limestone,811,92.6,9.3,102.7,2.98,2.53,2.65,0.58,1.66,6.13,0.063,18.7,0.99,1.14,443.3,111.5,89,0.0048,IV,371,178220,0
RB00309,5/18/2025 22:50,Sanghar Section 1,Gneiss,500,127.9,13.3,73.2,3.18,2.87,2.76,0.33,1.08,6.42,0.061,9.1,0.66,0.91,324.7,94.2,72.3,0.0039,I,247,121520,3
RB01676,2/4/2025 16:17,Mansehra Mid Tunnel,Slate,679,118,9.6,82.4,3.74,3.08,2.6,0.44,1.56,6.06,0.084,12.4,0.76,1.07,345.6,91.8,70.5,0.004,II,53,22270,0
RB00834,12/30/2025 16:08,Sindh Line A,Gneiss,517,135.5,11.8,73.4,2.71,2.58,2.57,0.34,1.46,6.78,0.064,10.5,0.65,1.13,311.4,85.1,72,0.0039,I,417,254510,3
RB00367,5/22/2025 13:02,Sindh Line A,Shale,500,126.1,11.9,71.4,3.21,3.15,2.67,0.34,1.98,6.62,0.08,10.9,0.66,0.95,339.5,90.5,67.3,0.0037,I,324,180530,0
RB04507,3/8/2025 23:50,Tunnel B-12,Granite,830,98.3,9.4,104.3,2.97,2.34,2.74,0.55,0.85,5.65,0.087,20,0.92,1.08,443.9,111.4,89.7,0.005,IV,62,24750,0
RB02079,8/9/2025 9:45,Balochistan Deep Shaft,Quartzite,661,120.8,11.2,81.7,2.64,2.95,2.69,0.45,0.94,5.78,0.061,14.9,0.7,1.18,368.7,93.1,73,0.0041,II,575,362360,3
RB04039,3/25/2025 14:53,Thar Block A,Phyllite,883,94.2,8.7,102.1,2.73,2.33,2.72,0.55,1.5,5.58,0.067,18.5,0.93,1.26,439.9,107,81.8,0.0049,IV,254,140610,3
RB04847,9/13/2025 16:23,Qasim Tunnel,Quartzite,896,97.9,8.5,102.9,3.63,2.55,2.76,0.6,1.15,5.58,0.074,18.5,0.93,0.92,414.8,101.5,82.1,0.0048,IV,53,26720,3
RB04480,12/29/2025 17:58,Buner Basin Tunnel,Andesite,838,96.3,7.2,101.1,2.52,2.16,2.67,0.55,1.88,7.07,0.064,19.5,0.93,1.06,421.9,114.4,88.7,0.0048,IV,403,211440,0
RB01747,6/28/2025 11:28,Balochistan Deep Shaft,Gneiss,616,122.6,10.5,83.2,3.64,3.39,2.66,0.44,1.35,5.95,0.081,14.6,0.72,1.03,342.4,92.1,73.7,0.0044,II,371,189170,3
